stop_loss_pct,take_profit_pct,position_size_pct,win_rate,profit_factor,total_pnl,total_trades,return_pct,sharpe_ratio,max_drawdown,trial_number,score
0.04576477387606719,0.01223320687045382,0.04921371202647773,80.51948051948052,0.9393273122074541,-20.16963892123468,77,-0.20169638921234678,-0.36973038637747174,-0.9049439876924176,54,0.5160106532986676
0.045425292156346136,0.012527997291279657,0.04553722662248083,80.0,0.941914514178003,-17.740814479209302,75,-0.17740814479209302,-0.35772990908110863,-0.8149870514639063,53,0.5141914514178003
0.04638660743505359,0.012996073964091937,0.04063852221366421,79.72972972972973,0.9484369931620001,-14.339690802389214,74,-0.14339690802389213,-0.3185677069829199,-0.7499111694891508,59,0.5137626182351189
0.04898681811449514,0.011758617476009573,0.0419075416951335,80.51948051948052,0.8398794316739947,-48.28925874472708,77,-0.48289258744727076,-1.0097444500215524,-0.8805509513652037,89,0.5060658652453216
0.0452558316534201,0.015639531012272227,0.043569100220486566,77.14285714285715,0.9573611414256152,-14.063918285977726,70,-0.14063918285977728,-0.27822436997499667,-0.6999484380820317,63,0.5043075427139901
0.048229246038829165,0.010134885861800088,0.04805494638565532,81.72043010752688,0.7654289022899496,-90.59663144596162,93,-0.9059663144596162,-1.4606639067603897,-1.0459289652332824,12,0.5034246106591025
0.04756752769985984,0.011894415367485894,0.04452963022781175,79.72972972972973,0.8333044662779147,-51.92810937163325,74,-0.5192810937163325,-1.0700936899157507,-0.9261759356692931,85,0.5022493655467104
0.048509607773913686,0.011947621281512,0.04689838269567519,79.72972972972973,0.8222358257013647,-59.40623670745613,74,-0.5940623670745613,-1.1436627963095016,-1.0025470435338402,88,0.5011425014890554
0.04876112818891285,0.0119723482592179,0.04735911789741105,79.72972972972973,0.8202173166546931,-60.96755435870085,74,-0.6096755435870086,-1.1570870521801941,-1.0190200047761586,87,0.5009406505843882
0.04931552913916471,0.012003157121857148,0.04121936252638646,79.72972972972973,0.8141057013212112,-55.475154388833786,74,-0.5547515438883379,-1.199218004153677,-0.9422765700706272,90,0.50032948905104
0.04574614984223439,0.0156349698054983,0.043544083507388295,76.81159420289855,0.9294267250434054,-23.49488625149775,69,-0.2349488625149775,-0.4718060705975466,-0.7124705735015311,62,0.5001890493159348
0.04584916971739992,0.015710073393980062,0.049960556354769065,76.47058823529412,0.9144627830990544,-32.739324279764276,68,-0.3273932427976427,-0.5777183916487318,-0.8169976265805569,74,0.49732863125108195
0.04994091114784679,0.011979514282571196,0.040897708197151696,79.45205479452055,0.7888741514071712,-63.23608201371852,73,-0.6323608201371853,-1.3776150960776987,-0.9539639456836189,91,0.4966956343187994
0.046441692033364575,0.010139048090380883,0.04661300646312407,80.61224489795919,0.7340256711792517,-108.00266510548533,98,-1.0800266510548533,-1.7161126652149958,-1.2172100183902803,10,0.49585154670976195
0.04593578192359936,0.010044717214057232,0.04446796800835876,80.61224489795919,0.733205337547963,-102.29877170133767,98,-1.0229877170133768,-1.722150476137304,-1.1520371777914744,42,0.4957695133466331
0.04700533790613089,0.011555143829538192,0.046071973628781876,79.26829268292683,0.7851897276788288,-77.95016948761271,82,-0.7795016948761271,-1.4101388342590861,-0.9262030296221679,82,0.49559214349959024
0.04996776282649108,0.012715456173552365,0.0485314273996693,78.57142857142857,0.8026578521206219,-70.19868101737126,70,-0.7019868101737127,-1.3052389738653212,-1.1378870996638049,55,0.49455149949777644
0.043844117093397,0.01012448167720231,0.03687910581603228,80.0,0.7391621325018424,-88.54030948643141,105,-0.8854030948643141,-1.7157170461899913,-1.0114862403751235,22,0.4939162132501843
0.049768527017199984,0.012534362626708949,0.0471343235421495,78.57142857142857,0.7921520085570503,-71.52214096636173,70,-0.7152214096636174,-1.3785956559113848,-1.1088471657565757,61,0.49350091514141925
0.04568168467758201,0.015098242991684668,0.031001963501676093,76.11940298507463,0.8602398237688139,-33.05383648830177,67,-0.3305383648830177,-0.9721850117681846,-0.6019082730781111,69,0.49050159431718
0.04700348709528146,0.013257885406463374,0.0499839869846368,77.02702702702703,0.8114780938775586,-74.37323993917241,74,-0.7437323993917241,-1.2837280795344734,-0.9922607735179552,56,0.48925591749586395
0.04719142713107425,0.01344060934194124,0.039048303751775995,76.71232876712328,0.8072427523594773,-59.61387004171303,73,-0.5961387004171302,-1.3219839417031332,-0.7627775615962191,72,0.4875735903044409
0.04314478063938215,0.010063729544175035,0.037042821615810344,78.89908256880734,0.695564919299292,-111.80937600542966,109,-1.1180937600542964,-2.0659167525448634,-1.254193808397981,51,0.48515282220515854
0.044485120539900905,0.01081884849718211,0.043886181057932024,78.35051546391753,0.7159690224276983,-116.19656044735089,97,-1.161965604473509,-1.942355602769002,-1.326577368717597,81,0.48499896409844
0.043499625949821236,0.012672877396752116,0.03811962100589979,76.25,0.788825233016566,-66.36489182901286,80,-0.6636489182901286,-1.472917013487902,-0.9480806293509162,93,0.4838825233016566
0.047773690011287256,0.010657488727612874,0.04338835870430168,78.88888888888889,0.6829945009425785,-122.97481115268623,90,-1.2297481115268623,-2.146904111784308,-1.3646519241353667,98,0.48385500564981343
0.044955984523359194,0.010709499188593952,0.044345305889469944,78.35051546391753,0.7000021515182187,-125.19384275261922,97,-1.2519384275261922,-2.058937324064741,-1.4157321312381042,71,0.48340227700749205
0.04364268806876694,0.011269537822566848,0.04703574274314569,77.41935483870968,0.7258138350332092,-118.01572820963865,93,-1.1801572820963866,-1.9035656543998656,-1.3669765792068334,96,0.4822588028581596
