asset_pair,start_date,end_date,n_trials,fitness_metric,multi_objective,optimize_weights,optimize_take_profit,optimize_position_sizing,best_fitness_value,best_drawdown_pct,best_params_json
BTCUSD,2024-06-01,2024-06-30,10,sortino_ratio,False,False,True,True,-10.0,,"{""risk_per_trade"": 0.016401313699134203, ""stop_loss_percentage"": 0.026876108808833156, ""take_profit_percentage"": 0.0235481667501859}"
